NO_LAPORAN,TGL_LAPORAN,MO,MO_clean,MO_casefold,MO_normalized,MO_tokens,MO_stopwords,MO_tokens_stemmed,MO_final_text
LP/B/103/VII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,30 Juli 2025,"Perusakan dilakukan dengan menyiram air keras pada permukaan cat kendaraan sehingga merusak tampilan luar, akibat iri dengki",Perusakan dilakukan dengan menyiram air keras pada permukaan cat kendaraan sehingga merusak tampilan luar akibat iri dengki,perusakan dilakukan dengan menyiram air keras pada permukaan cat kendaraan sehingga merusak tampilan luar akibat iri dengki,perusakan dilakukan dengan menyiram air keras pada permukaan cat kendaraan sehingga merusak tampilan luar akibat iri dengki,"['perusakan', 'dilakukan', 'dengan', 'menyiram', 'air', 'keras', 'pada', 'permukaan', 'cat', 'kendaraan', 'sehingga', 'merusak', 'tampilan', 'luar', 'akibat', 'iri', 'dengki']","['perusakan', 'menyiram', 'air', 'keras', 'permukaan', 'cat', 'kendaraan', 'merusak', 'tampilan', 'akibat', 'iri', 'dengki']","['perusakan', 'siram', 'air', 'keras', 'muka', 'cat', 'kendara', 'rusak', 'tampil', 'akibat', 'iri', 'dengki']",perusakan siram air keras muka cat kendara rusak tampil akibat iri dengki
LP/B/104/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,06 Agustus 2025,Pelaku melakukan pencurian dengan memasuki dalam rumah pelapor dan mengambil motor milik pelapor,Pelaku melakukan pencurian dengan memasuki dalam rumah pelapor dan mengambil motor milik pelapor,pelaku melakukan pencurian dengan memasuki dalam rumah pelapor dan mengambil motor milik pelapor,pelaku melakukan pencurian dengan memasuki dalam rumah pelapor dan mengambil motor milik pelapor,"['pelaku', 'melakukan', 'pencurian', 'dengan', 'memasuki', 'dalam', 'rumah', 'pelapor', 'dan', 'mengambil', 'motor', 'milik', 'pelapor']","['pelaku', 'pencurian', 'memasuki', 'rumah', 'pelapor', 'mengambil', 'motor', 'milik', 'pelapor']","['pelaku', 'curi', 'pasuk', 'rumah', 'lapor', 'ambil', 'motor', 'milik', 'lapor']",pelaku curi pasuk rumah lapor ambil motor milik lapor
LP/B/105/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,7 Agustus 2025,Pelaku menawarkan kavling atau rumah subsidi yang belum memiliki izin resmi. Korban diminta membayar DP besar. Setelah itu proyek tidak pernah dibangun.,Pelaku menawarkan kavling atau rumah subsidi yang belum memiliki izin resmi Korban diminta membayar DP besar Setelah itu proyek tidak pernah dibangun,pelaku menawarkan kavling atau rumah subsidi yang belum memiliki izin resmi korban diminta membayar dp besar setelah itu proyek tidak pernah dibangun,pelaku menawarkan kavling atau rumah subsidi yang belum memiliki izin resmi korban diminta membayar dp besar setelah itu proyek tidak pernah dibangun,"['pelaku', 'menawarkan', 'kavling', 'atau', 'rumah', 'subsidi', 'yang', 'belum', 'memiliki', 'izin', 'resmi', 'korban', 'diminta', 'membayar', 'dp', 'besar', 'setelah', 'itu', 'proyek', 'tidak', 'pernah', 'dibangun']","['pelaku', 'menawarkan', 'kavling', 'rumah', 'subsidi', 'memiliki', 'izin', 'resmi', 'korban', 'membayar', 'proyek', 'dibangun']","['pelaku', 'tawar', 'kavling', 'rumah', 'subsidi', 'milik', 'izin', 'resmi', 'korban', 'bayar', 'proyek', 'bangun']",pelaku tawar kavling rumah subsidi milik izin resmi korban bayar proyek bangun
LP/B/107/VIIl/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,11 Agustus 2025,Pelaku melakukan perusakan pohon sawit milik pelapor dengan cara ditebas dan dirusak,Pelaku melakukan perusakan pohon sawit milik pelapor dengan cara ditebas dan dirusak,pelaku melakukan perusakan pohon sawit milik pelapor dengan cara ditebas dan dirusak,pelaku melakukan perusakan pohon sawit milik pelapor dengan cara ditebas dan dirusak,"['pelaku', 'melakukan', 'perusakan', 'pohon', 'sawit', 'milik', 'pelapor', 'dengan', 'cara', 'ditebas', 'dan', 'dirusak']","['pelaku', 'perusakan', 'pohon', 'sawit', 'milik', 'pelapor', 'ditebas', 'dirusak']","['pelaku', 'perusakan', 'pohon', 'sawit', 'milik', 'lapor', 'tebas', 'rusak']",pelaku perusakan pohon sawit milik lapor tebas rusak
LP/B/108/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,12 Agustus 2025,Pelaku melakukan pencurian dengan cara memasuki ke dalam rumah dan mengambil handphone (HP) milik pelapor,Pelaku melakukan pencurian dengan cara memasuki ke dalam rumah dan mengambil handphone HP milik pelapor,pelaku melakukan pencurian dengan cara memasuki ke dalam rumah dan mengambil handphone hp milik pelapor,pelaku melakukan pencurian dengan cara memasuki ke dalam rumah dan mengambil handphone handphone milik pelapor,"['pelaku', 'melakukan', 'pencurian', 'dengan', 'cara', 'memasuki', 'ke', 'dalam', 'rumah', 'dan', 'mengambil', 'handphone', 'handphone', 'milik', 'pelapor']","['pelaku', 'pencurian', 'memasuki', 'rumah', 'mengambil', 'handphone', 'handphone', 'milik', 'pelapor']","['pelaku', 'curi', 'pasuk', 'rumah', 'ambil', 'handphone', 'handphone', 'milik', 'lapor']",pelaku curi pasuk rumah ambil handphone handphone milik lapor
LP/B/109/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,14 Agustus 2025,Pelaku melakukan pencurian dengan cara merusak lemari dan mengambil uang pelapor,Pelaku melakukan pencurian dengan cara merusak lemari dan mengambil uang pelapor,pelaku melakukan pencurian dengan cara merusak lemari dan mengambil uang pelapor,pelaku melakukan pencurian dengan cara merusak lemari dan mengambil uang pelapor,"['pelaku', 'melakukan', 'pencurian', 'dengan', 'cara', 'merusak', 'lemari', 'dan', 'mengambil', 'uang', 'pelapor']","['pelaku', 'pencurian', 'merusak', 'lemari', 'mengambil', 'uang', 'pelapor']","['pelaku', 'curi', 'rusak', 'lemari', 'ambil', 'uang', 'lapor']",pelaku curi rusak lemari ambil uang lapor
LP/B/111/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,16 Agustus 2025,Pelaku membawa kabur sepeda motor yang diparkir di pinggir jalan saat pelapor sedang lengah.,Pelaku membawa kabur sepeda motor yang diparkir di pinggir jalan saat pelapor sedang lengah,pelaku membawa kabur sepeda motor yang diparkir di pinggir jalan saat pelapor sedang lengah,pelaku membawa kabur sepeda motor yang diparkir di pinggir jalan saat pelapor sedang lengah,"['pelaku', 'membawa', 'kabur', 'sepeda', 'motor', 'yang', 'diparkir', 'di', 'pinggir', 'jalan', 'saat', 'pelapor', 'sedang', 'lengah']","['pelaku', 'membawa', 'kabur', 'sepeda', 'motor', 'diparkir', 'pinggir', 'jalan', 'pelapor', 'lengah']","['pelaku', 'bawa', 'kabur', 'sepeda', 'motor', 'parkir', 'pinggir', 'jalan', 'lapor', 'lengah']",pelaku bawa kabur sepeda motor parkir pinggir jalan lapor lengah
LP/B/112/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,24 Agustus 2025,Korban menagih utang di depan orang banyak. Pelaku merasa dipermalukan lalu melakukan pemukulan secara spontan.,Korban menagih utang di depan orang banyak Pelaku merasa dipermalukan lalu melakukan pemukulan secara spontan,korban menagih utang di depan orang banyak pelaku merasa dipermalukan lalu melakukan pemukulan secara spontan,korban menagih utang di depan orang banyak pelaku merasa dipermalukan lalu melakukan pemukulan secara spontan,"['korban', 'menagih', 'utang', 'di', 'depan', 'orang', 'banyak', 'pelaku', 'merasa', 'dipermalukan', 'lalu', 'melakukan', 'pemukulan', 'secara', 'spontan']","['korban', 'menagih', 'utang', 'orang', 'pelaku', 'dipermalukan', 'pemukulan', 'spontan']","['korban', 'tagih', 'utang', 'orang', 'pelaku', 'malu', 'pukul', 'spontan']",korban tagih utang orang pelaku malu pukul spontan
LP/B/113/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,27 Agustus 2025,"Pelaku berpura-pura menjadi admin marketplace dan meminta kode OTP dengan alasan proses refund. Setelah OTP diberikan, saldo korban dikuras.",Pelaku berpura pura menjadi admin marketplace dan meminta kode OTP dengan alasan proses refund Setelah OTP diberikan saldo korban dikuras,pelaku berpura pura menjadi admin marketplace dan meminta kode otp dengan alasan proses refund setelah otp diberikan saldo korban dikuras,pelaku berpura pura menjadi admin marketplace dan meminta kode otp dengan alasan proses refund setelah otp diberikan saldo korban dikuras,"['pelaku', 'berpura', 'pura', 'menjadi', 'admin', 'marketplace', 'dan', 'meminta', 'kode', 'otp', 'dengan', 'alasan', 'proses', 'refund', 'setelah', 'otp', 'diberikan', 'saldo', 'korban', 'dikuras']","['pelaku', 'berpura', 'pura', 'admin', 'marketplace', 'kode', 'otp', 'alasan', 'proses', 'refund', 'otp', 'saldo', 'korban', 'dikuras']","['pelaku', 'pura', 'pura', 'admin', 'marketplace', 'kode', 'otp', 'alas', 'proses', 'refund', 'otp', 'saldo', 'korban', 'kuras']",pelaku pura pura admin marketplace kode otp alas proses refund otp saldo korban kuras
LP/B/114/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,28 Agustus 2025,"Berdasarkan informasi warga, petugas melakukan penggerebekan di Gg. Tani, Desa/Kel. Sungai Purun Besar, Kec. Sungai Pinyuh dan mendapati pelaku sedang membagi paket ganja.",Berdasarkan informasi warga petugas melakukan penggerebekan di Gg Tani Desa Kel Sungai Purun Besar Kec Sungai Pinyuh dan mendapati pelaku sedang membagi paket ganja,berdasarkan informasi warga petugas melakukan penggerebekan di gg tani desa kel sungai purun besar kec sungai pinyuh dan mendapati pelaku sedang membagi paket ganja,berdasarkan informasi warga petugas melakukan penggerebekan di gang tani desa keluarga sungai purun besar kecamatan sungai pinyuh dan mendapati pelaku sedang membagi paket ganja,"['berdasarkan', 'informasi', 'warga', 'petugas', 'melakukan', 'penggerebekan', 'di', 'gang', 'tani', 'desa', 'keluarga', 'sungai', 'purun', 'besar', 'kecamatan', 'sungai', 'pinyuh', 'dan', 'mendapati', 'pelaku', 'sedang', 'membagi', 'paket', 'ganja']","['berdasarkan', 'informasi', 'warga', 'petugas', 'penggerebekan', 'gang', 'tani', 'desa', 'keluarga', 'sungai', 'purun', 'kecamatan', 'sungai', 'pinyuh', 'mendapati', 'pelaku', 'membagi', 'paket', 'ganja']","['dasar', 'informasi', 'warga', 'petugas', 'gerebek', 'gang', 'tani', 'desa', 'keluarga', 'sungai', 'purun', 'camat', 'sungai', 'pinyuh', 'dapat', 'pelaku', 'bagi', 'paket', 'ganja']",dasar informasi warga petugas gerebek gang tani desa keluarga sungai purun camat sungai pinyuh dapat pelaku bagi paket ganja
LP/B/115/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,29 Agustus 2025,"Terjadi perselisihan di jalan raya, pelaku turun dari motor dan memukul spion mobil hingga patah mobil korban.",Terjadi perselisihan di jalan raya pelaku turun dari motor dan memukul spion mobil hingga patah mobil korban,terjadi perselisihan di jalan raya pelaku turun dari motor dan memukul spion mobil hingga patah mobil korban,terjadi perselisihan di jalan raya pelaku turun dari motor dan memukul spion mobil hingga patah mobil korban,"['terjadi', 'perselisihan', 'di', 'jalan', 'raya', 'pelaku', 'turun', 'dari', 'motor', 'dan', 'memukul', 'spion', 'mobil', 'hingga', 'patah', 'mobil', 'korban']","['perselisihan', 'jalan', 'raya', 'pelaku', 'turun', 'motor', 'memukul', 'spion', 'mobil', 'patah', 'mobil', 'korban']","['selisih', 'jalan', 'raya', 'pelaku', 'turun', 'motor', 'pukul', 'spion', 'mobil', 'patah', 'mobil', 'korban']",selisih jalan raya pelaku turun motor pukul spion mobil patah mobil korban
LP/B/117/VIII/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,31 Agustus 2025,"Pelaku menjalin hubungan secara online dan meminta uang dengan alasan kebutuhan darurat. Setelah menerima uang, pelaku menghilang.",Pelaku menjalin hubungan secara online dan meminta uang dengan alasan kebutuhan darurat Setelah menerima uang pelaku menghilang,pelaku menjalin hubungan secara online dan meminta uang dengan alasan kebutuhan darurat setelah menerima uang pelaku menghilang,pelaku menjalin hubungan secara online dan meminta uang dengan alasan kebutuhan darurat setelah menerima uang pelaku menghilang,"['pelaku', 'menjalin', 'hubungan', 'secara', 'online', 'dan', 'meminta', 'uang', 'dengan', 'alasan', 'kebutuhan', 'darurat', 'setelah', 'menerima', 'uang', 'pelaku', 'menghilang']","['pelaku', 'menjalin', 'hubungan', 'online', 'uang', 'alasan', 'kebutuhan', 'darurat', 'menerima', 'uang', 'pelaku', 'menghilang']","['pelaku', 'jalin', 'hubung', 'online', 'uang', 'alas', 'butuh', 'darurat', 'terima', 'uang', 'pelaku', 'hilang']",pelaku jalin hubung online uang alas butuh darurat terima uang pelaku hilang
LP/B/118/IX/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,8 September 2025,Pelaku menghancurkan pot bunga dan tanaman hias di halaman rumah korban karena merasa terganggu dengan suara hewan peliharaan korban.,Pelaku menghancurkan pot bunga dan tanaman hias di halaman rumah korban karena merasa terganggu dengan suara hewan peliharaan korban,pelaku menghancurkan pot bunga dan tanaman hias di halaman rumah korban karena merasa terganggu dengan suara hewan peliharaan korban,pelaku menghancurkan pot bunga dan tanaman hias di halaman rumah korban karena merasa terganggu dengan suara hewan peliharaan korban,"['pelaku', 'menghancurkan', 'pot', 'bunga', 'dan', 'tanaman', 'hias', 'di', 'halaman', 'rumah', 'korban', 'karena', 'merasa', 'terganggu', 'dengan', 'suara', 'hewan', 'peliharaan', 'korban']","['pelaku', 'menghancurkan', 'pot', 'bunga', 'tanaman', 'hias', 'halaman', 'rumah', 'korban', 'terganggu', 'suara', 'hewan', 'peliharaan', 'korban']","['pelaku', 'hancur', 'pot', 'bunga', 'tanam', 'hias', 'halaman', 'rumah', 'korban', 'ganggu', 'suara', 'hewan', 'pelihara', 'korban']",pelaku hancur pot bunga tanam hias halaman rumah korban ganggu suara hewan pelihara korban
LP/B/119/IX/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,8 September 2025,"Petugas mencurigai gerak-gerik pelaku di pinggir jalan, saat digeledah ditemukan 1 klip plastik transparan berisi kristal putih diduga sabu yang disembunyikan di dalam bungkus rokok.",Petugas mencurigai gerak gerik pelaku di pinggir jalan saat digeledah ditemukan klip plastik transparan berisi kristal putih diduga sabu yang disembunyikan di dalam bungkus rokok,petugas mencurigai gerak gerik pelaku di pinggir jalan saat digeledah ditemukan klip plastik transparan berisi kristal putih diduga sabu yang disembunyikan di dalam bungkus rokok,petugas mencurigai gerak gerik pelaku di pinggir jalan saat digeledah ditemukan klip plastik transparan berisi kristal putih diduga sabu yang disembunyikan di dalam bungkus rokok,"['petugas', 'mencurigai', 'gerak', 'gerik', 'pelaku', 'di', 'pinggir', 'jalan', 'saat', 'digeledah', 'ditemukan', 'klip', 'plastik', 'transparan', 'berisi', 'kristal', 'putih', 'diduga', 'sabu', 'yang', 'disembunyikan', 'di', 'dalam', 'bungkus', 'rokok']","['petugas', 'mencurigai', 'gerak', 'gerik', 'pelaku', 'pinggir', 'jalan', 'digeledah', 'ditemukan', 'klip', 'plastik', 'transparan', 'berisi', 'kristal', 'putih', 'diduga', 'sabu', 'disembunyikan', 'bungkus', 'rokok']","['petugas', 'curiga', 'gerak', 'gerik', 'pelaku', 'pinggir', 'jalan', 'geledah', 'temu', 'klip', 'plastik', 'transparan', 'isi', 'kristal', 'putih', 'duga', 'sabu', 'sembunyi', 'bungkus', 'rokok']",petugas curiga gerak gerik pelaku pinggir jalan geledah temu klip plastik transparan isi kristal putih duga sabu sembunyi bungkus rokok
LP/B/121/IX/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,11 September 2025,"Pelaku meminjam uang kepada korban sebesar Rp 5.000.000 dengan alasan biaya pengobatan orang tua, namun setelah jatuh tempo pelaku menghilang.",Pelaku meminjam uang kepada korban sebesar Rp dengan alasan biaya pengobatan orang tua namun setelah jatuh tempo pelaku menghilang,pelaku meminjam uang kepada korban sebesar rp dengan alasan biaya pengobatan orang tua namun setelah jatuh tempo pelaku menghilang,pelaku meminjam uang kepada korban sebesar rupiah dengan alasan biaya pengobatan orang tua namun setelah jatuh tempo pelaku menghilang,"['pelaku', 'meminjam', 'uang', 'kepada', 'korban', 'sebesar', 'rupiah', 'dengan', 'alasan', 'biaya', 'pengobatan', 'orang', 'tua', 'namun', 'setelah', 'jatuh', 'tempo', 'pelaku', 'menghilang']","['pelaku', 'meminjam', 'uang', 'korban', 'rupiah', 'alasan', 'biaya', 'pengobatan', 'orang', 'tua', 'jatuh', 'tempo', 'pelaku', 'menghilang']","['pelaku', 'pinjam', 'uang', 'korban', 'rupiah', 'alas', 'biaya', 'obat', 'orang', 'tua', 'jatuh', 'tempo', 'pelaku', 'hilang']",pelaku pinjam uang korban rupiah alas biaya obat orang tua jatuh tempo pelaku hilang
LP/B/124/IX/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,15 September 2025,"Pelaku melihat perhiasan emas seberat 15 gram yang diletakkan korban di Pasar Sungai Pinyuh RT 09/RW 01, Sungai Purun Kecil, Kec. Sungai Pinyuh, Kab. Mempawah, kemudian dengan cepat membawa lari motor korban.",Pelaku melihat perhiasan emas seberat gram yang diletakkan korban di Pasar Sungai Pinyuh RT RW Sungai Purun Kecil Kec Sungai Pinyuh Kab Mempawah kemudian dengan cepat membawa lari motor korban,pelaku melihat perhiasan emas seberat gram yang diletakkan korban di pasar sungai pinyuh rt rw sungai purun kecil kec sungai pinyuh kab mempawah kemudian dengan cepat membawa lari motor korban,pelaku melihat perhiasan emas seberat gram yang diletakkan korban di pasar sungai pinyuh rukun tetangga rukun warga sungai purun kecil kecamatan sungai pinyuh kabupaten mempawah kemudian dengan cepat membawa lari motor korban,"['pelaku', 'melihat', 'perhiasan', 'emas', 'seberat', 'gram', 'yang', 'diletakkan', 'korban', 'di', 'pasar', 'sungai', 'pinyuh', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'kecil', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'kemudian', 'dengan', 'cepat', 'membawa', 'lari', 'motor', 'korban']","['pelaku', 'perhiasan', 'emas', 'seberat', 'gram', 'diletakkan', 'korban', 'pasar', 'sungai', 'pinyuh', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'cepat', 'membawa', 'lari', 'motor', 'korban']","['pelaku', 'hias', 'emas', 'berat', 'gram', 'letak', 'korban', 'pasar', 'sungai', 'pinyuh', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'camat', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'cepat', 'bawa', 'lari', 'motor', 'korban']",pelaku hias emas berat gram letak korban pasar sungai pinyuh rukun tetangga rukun warga sungai purun camat sungai pinyuh kabupaten mempawah cepat bawa lari motor korban
LP/B/128/IX/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,26 September 2025,"Pelaku melihat uang tunai Rp 10.000.000 yang diletakkan korban di Gg. Sepakat RT 15/RW 06, Sungai Batang, Kec. Sungai Pinyuh, Kab. Mempawah, kemudian dengan cepat menguras isi laci kasir.",Pelaku melihat uang tunai Rp yang diletakkan korban di Gg Sepakat RT RW Sungai Batang Kec Sungai Pinyuh Kab Mempawah kemudian dengan cepat menguras isi laci kasir,pelaku melihat uang tunai rp yang diletakkan korban di gg sepakat rt rw sungai batang kec sungai pinyuh kab mempawah kemudian dengan cepat menguras isi laci kasir,pelaku melihat uang tunai rupiah yang diletakkan korban di gang sepakat rukun tetangga rukun warga sungai batang kecamatan sungai pinyuh kabupaten mempawah kemudian dengan cepat menguras isi laci kasir,"['pelaku', 'melihat', 'uang', 'tunai', 'rupiah', 'yang', 'diletakkan', 'korban', 'di', 'gang', 'sepakat', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'batang', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'kemudian', 'dengan', 'cepat', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'uang', 'tunai', 'rupiah', 'diletakkan', 'korban', 'gang', 'sepakat', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'batang', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'cepat', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'uang', 'tunai', 'rupiah', 'letak', 'korban', 'gang', 'sepakat', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'batang', 'camat', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'cepat', 'menguras', 'isi', 'laci', 'kasir']",pelaku uang tunai rupiah letak korban gang sepakat rukun tetangga rukun warga sungai batang camat sungai pinyuh kabupaten mempawah cepat menguras isi laci kasir
LP/B/129/X/2025/Kalbar/Res/Mpw/Sek/Sui Pinyuh,1 Oktober 2025,"Pelaku menawarkan top-up game dengan harga murah. Setelah pembayaran, saldo tidak masuk dan akun korban diblokir.",Pelaku menawarkan top up game dengan harga murah Setelah pembayaran saldo tidak masuk dan akun korban diblokir,pelaku menawarkan top up game dengan harga murah setelah pembayaran saldo tidak masuk dan akun korban diblokir,pelaku menawarkan top up game dengan harga murah setelah pembayaran saldo tidak masuk dan akun korban diblokir,"['pelaku', 'menawarkan', 'top', 'up', 'game', 'dengan', 'harga', 'murah', 'setelah', 'pembayaran', 'saldo', 'tidak', 'masuk', 'dan', 'akun', 'korban', 'diblokir']","['pelaku', 'menawarkan', 'top', 'game', 'harga', 'murah', 'pembayaran', 'saldo', 'masuk', 'akun', 'korban', 'diblokir']","['pelaku', 'tawar', 'top', 'game', 'harga', 'murah', 'bayar', 'saldo', 'masuk', 'akun', 'korban', 'blokir']",pelaku tawar top game harga murah bayar saldo masuk akun korban blokir
